current_symbol,primary_FBid,sequence_loc
ihog,FBgn0031872,2L:6945464..6948808(-1)
Gas41,FBgn0031873,2L:6949310..6950207(-1)
SA1,FBgn0020616,2L:6950421..6954586(1)
CG13775,FBgn0031874,2L:6954357..6956950(-1)
CG3430,FBgn0031875,2L:6957008..6959104(1)
Atac1,FBgn0031876,2L:6959099..6960328(-1)
Hmgcl,FBgn0031877,2L:6960377..6961653(1)
sip2,FBgn0031878,2L:6961516..6964074(-1)
Coprox,FBgn0021944,2L:6964421..6965887(1)
Sumo,FBgn0264922,2L:6966780..6967644(-1)
snRNP-U1-70K,FBgn0016978,2L:6968711..6971737(-1)
uif,FBgn0031879,2L:6972828..7010359(-1)
CG43322,FBgn0263027,2L:7013396..7014737(1)
Gart,FBgn0000053,2L:7014623..7023898(-1)
CG31908,FBgn0051908,2L:7024829..7027389(-1)
MME1,FBgn0031881,2L:7027526..7028959(1)
Rab30,FBgn0031882,2L:7030493..7032606(-1)
Caper,FBgn0031883,2L:7032721..7037878(1)
milt,FBgn0262872,2L:7037823..7056010(1)
Mnn1,FBgn0031885,2L:7056301..7063586(1)
Sem1,FBgn0266666,2L:7063986..7064467(1)
Nuf2,FBgn0031886,2L:7064431..7065837(-1)
Pvf3,FBgn0085407,2L:7098188..7157695(-1)
MICU1,FBgn0031893,2L:7182234..7185529(1)
CG4496,FBgn0031894,2L:7185461..7190010(-1)
CG4497,FBgn0031895,2L:7190431..7194588(-1)
CG4502,FBgn0031896,2L:7194908..7204264(-1)
CG13784,FBgn0031897,2L:7204538..7220033(-1)
mEFG1,FBgn0263133,2L:7220369..7223081(-1)
Ndae1,FBgn0259111,2L:7223328..7249343(-1)
Wnt4,FBgn0010453,2L:7255419..7277171(-1)
wg,FBgn0284084,2L:7307159..7316265(1)
CG5149,FBgn0031904,2L:7384486..7388253(-1)
CG5171,FBgn0031907,2L:7401335..7404727(1)
CG5181,FBgn0031909,2L:7408533..7409809(-1)
CG15818,FBgn0031910,2L:7410909..7412229(1)
chm,FBgn0028387,2L:7412417..7422736(1)
lncRNA:CR43857,FBgn0264439,2L:7423820..7425932(1)
muc,FBgn0283658,2L:7426866..7430329(1)
CG5958,FBgn0031913,2L:7430530..7433516(-1)
CG5973,FBgn0031914,2L:7437492..7445882(1)
Ziz,FBgn0260486,2L:7472513..7496307(-1)
RapGAP1,FBgn0264895,2L:7497805..7578980(-1)
Myo28B1,FBgn0040299,2L:7666047..7689459(1)
Tep2,FBgn0041182,2L:7693727..7701601(-1)
CG7191,FBgn0031945,2L:7767628..7775033(1)
Brd7-9,FBgn0031947,2L:7782865..7786061(1)
CG7149,FBgn0031948,2L:7786160..7790557(-1)
LKRSDH,FBgn0286198,2L:7791175..7795959(-1)
Herp,FBgn0031950,2L:7796314..7800058(-1)
r2d2,FBgn0031951,2L:7800147..7802098(1)
Cdc14,FBgn0031952,2L:7801668..7810703(-1)
LanB1,FBgn0261800,2L:7811438..7820771(1)
CG7115,FBgn0027515,2L:7821151..7825350(1)
Rack1,FBgn0020618,2L:7825347..7827315(-1)
mts,FBgn0004177,2L:7827650..7833576(1)
TwdlE,FBgn0031957,2L:7857957..7860839(-1)
spz3,FBgn0031959,2L:7873495..7879552(-1)
CG7102,FBgn0031961,2L:7883282..7887513(-1)
SmE,FBgn0261790,2L:7884930..7885450(-1)
CG34132,FBgn0083968,2L:7885503..7886109(1)
Snoo,FBgn0085450,2L:7891187..7984196(-1)
CG7231,FBgn0031968,2L:7983946..7986785(1)
pes,FBgn0031969,2L:7986786..7994184(-1)
Sirup,FBgn0031971,2L:7998869..7999676(1)
Wwox,FBgn0031972,2L:7999670..8004286(-1)
CG12560,FBgn0031974,2L:8008302..8009477(-1)
Glyat,FBgn0054010,2L:8009603..8010652(-1)
baf,FBgn0031977,2L:8029462..8030565(1)
Cka,FBgn0044323,2L:8030721..8040826(1)
CCDC53,FBgn0031979,2L:8041106..8041879(1)
RpL36A,FBgn0031980,2L:8041873..8042909(-1)
Megf8,FBgn0031981,2L:8043471..8054326(1)
poe,FBgn0011230,2L:8054322..8071624(-1)
MED20,FBgn0013531,2L:8071812..8072848(-1)
Trf,FBgn0010287,2L:8072895..8073948(1)
Mcr,FBgn0267488,2L:8074117..8082982(-1)
Bsg,FBgn0261822,2L:8083420..8116531(1)
mon2,FBgn0031985,2L:8116965..8124010(-1)
CG12375,FBgn0031987,2L:8125668..8126890(-1)
CG8668,FBgn0031988,2L:8127001..8133989(1)
PAPLA1,FBgn0031990,2L:8134247..8159638(-1)
CG42762,FBgn0261830,2L:8143401..8144047(-1)
CG43394,FBgn0263256,2L:8145758..8158786(1)
Rbsn-5,FBgn0261064,2L:8159832..8161800(1)
Acbp1,FBgn0031992,2L:8161796..8162452(-1)
Piezo,FBgn0264953,2L:8163073..8190137(1)
CG34134,FBgn0083970,2L:8190297..8190781(-1)
CG8475,FBgn0031995,2L:8190808..8196918(-1)
CG8460,FBgn0031996,2L:8197193..8198813(1)
PGAP5,FBgn0031997,2L:8198882..8200652(1)
SLC5A11,FBgn0031998,2L:8200465..8205132(-1)
asRNA:CR44119,FBgn0264950,2L:8201557..8205298(1)
Su(var)205,FBgn0003607,2L:8209626..8211122(-1)
Ssb-c31a,FBgn0015299,2L:8211347..8211938(1)
CG8372,FBgn0032000,2L:8212039..8212902(-1)
CG8360,FBgn0032001,2L:8212959..8214135(1)
CG8353,FBgn0032002,2L:8214045..8215239(1)
Snx6,FBgn0032005,2L:8218071..8220741(-1)
Pvr,FBgn0032006,2L:8220980..8239878(-1)
Btk,FBgn0003502,2L:8258373..8301079(-1)
wol,FBgn0261020,2L:8301345..8302985(-1)
Scgalpha,FBgn0032013,2L:8303429..8305376(1)
CG7840,FBgn0032014,2L:8305586..8306741(1)
Ostgamma,FBgn0032015,2L:8306696..8308192(-1)
Mettl14,FBgn0032016,2L:8308427..8309961(1)
CG7810,FBgn0032017,2L:8309876..8311195(-1)
CG7806,FBgn0032018,2L:8311399..8317011(1)
strat,FBgn0032020,2L:8320328..8321285(1)
CG7627,FBgn0032026,2L:8355678..8362469(-1)
RpS13,FBgn0010265,2L:8363477..8364662(-1)
CSN8,FBgn0261437,2L:8364855..8365663(1)
Pp2A-29B,FBgn0260439,2L:8366038..8370090(1)
CG17292,FBgn0032029,2L:8370454..8374250(1)
Wdr82,FBgn0032030,2L:8374461..8375549(1)
CG13390,FBgn0032031,2L:8375502..8376797(-1)
CG17294,FBgn0032032,2L:8377035..8378206(1)
AlaRS,FBgn0027094,2L:8378262..8381764(-1)
CG13392,FBgn0032033,2L:8381821..8382807(-1)
Rcd4,FBgn0032034,2L:8382861..8383657(1)
Dad1,FBgn0263852,2L:8383612..8384137(-1)
CG13384,FBgn0032036,2L:8384455..8388804(1)
CG31898,FBgn0051898,2L:8400421..8401592(1)
fy,FBgn0001084,2L:8401476..8403280(-1)
emb,FBgn0020497,2L:8403573..8408853(1)
Naglu,FBgn0014417,2L:8408888..8411868(-1)
CG13398,FBgn0032042,2L:8412144..8415256(-1)
Akap200,FBgn0027932,2L:8415690..8431297(1)
grk,FBgn0001137,2L:8431086..8433598(-1)
D12,FBgn0027490,2L:8434058..8437365(-1)
Chrac-14,FBgn0043002,2L:8437405..8437996(1)
mus201,FBgn0002887,2L:8438169..8442342(1)
Aasdh,FBgn0027780,2L:8445861..8449576(-1)
Agpat2,FBgn0026718,2L:8449691..8463994(-1)
prg,FBgn0285971,2L:8464488..8466694(1)
dachs,FBgn0262029,2L:8466817..8488671(1)
CG13088,FBgn0032047,2L:8488981..8490546(1)
Dh31,FBgn0032048,2L:8491868..8506845(-1)
CG13096,FBgn0032050,2L:8509069..8511866(-1)
CG13097,FBgn0032051,2L:8512174..8514868(-1)
PIG-U,FBgn0032052,2L:8515096..8516755(1)
mRpL51,FBgn0032053,2L:8516753..8517380(-1)
Uba4,FBgn0032054,2L:8517411..8519176(1)
Acer,FBgn0016122,2L:8521933..8525740(1)
CG17834,FBgn0028394,2L:8529141..8541439(1)
Sema1a,FBgn0011259,2L:8542147..8672041(1)
PrBP,FBgn0032059,2L:8684823..8685955(-1)
Trs23,FBgn0260861,2L:8686231..8687052(1)
Hnf4,FBgn0004914,2L:8687226..8709611(-1)
raw,FBgn0003209,2L:8709880..8740660(-1)
SoxN,FBgn0029123,2L:8825645..8829670(1)
Argl,FBgn0032076,2L:8939725..8942105(-1)
CG9515,FBgn0032077,2L:8941945..8943257(-1)
C1GalTA,FBgn0032078,2L:8943455..8951216(-1)
CG31886,FBgn0032079,2L:8953481..8959051(-1)
CG32984,FBgn0052984,2L:8964957..8967035(1)
CG13101,FBgn0032084,2L:8977834..8984872(-1)
rost,FBgn0011705,2L:8985936..8989539(-1)
alien,FBgn0013746,2L:8993818..8997379(-1)
CG18661,FBgn0040964,2L:8997605..8998544(1)
CG32982,FBgn0052982,2L:9125737..9163721(1)
CG9586,FBgn0032101,2L:9165421..9166514(-1)
tai,FBgn0041092,2L:9166778..9250211(1)
borr,FBgn0032105,2L:9251472..9253118(-1)
Cks30A,FBgn0010314,2L:9330763..9331981(1)
Aldh,FBgn0012036,2L:9387389..9391567(1)
FucTB,FBgn0032117,2L:9428669..9431052(-1)
scat,FBgn0011232,2L:9431405..9435341(1)
numb,FBgn0002973,2L:9437469..9464184(1)
Gdi,FBgn0004868,2L:9491176..9494876(-1)
CG33298,FBgn0032120,2L:9495474..9520696(1)
Oatp30B,FBgn0032123,2L:9521210..9540060(1)
brwl,FBgn0032130,2L:9568890..9573572(1)
Mtpalpha,FBgn0028479,2L:9573563..9576769(-1)
gcm,FBgn0014179,2L:9579498..9581745(-1)
Trx2,FBgn0040070,2L:9613166..9616404(1)
GlcAT-S,FBgn0032135,2L:9616469..9623109(1)
Pka-C1,FBgn0000273,2L:9682315..9699297(-1)
hoip,FBgn0286786,2L:9699791..9700459(1)
pelo,FBgn0011207,2L:9700810..9708883(1)
CG31710,FBgn0051710,2L:9702442..9705954(-1)
CG4364,FBgn0032138,2L:9708921..9711271(-1)
zf30C,FBgn0270924,2L:9758342..9762375(1)
Taf11,FBgn0011291,2L:9762424..9763262(-1)
und,FBgn0283478,2L:9763369..9765338(1)
IP3K1,FBgn0032147,2L:9782384..9788499(1)
hpRNA:CR18854,FBgn0285991,2L:9787294..9790745(-1)
CG4036,FBgn0032149,2L:9790882..9791958(1)
CG13123,FBgn0032150,2L:9791961..9793107(-1)
Fkbp59,FBgn0029174,2L:9888005..9890119(1)
CG34183,FBgn0085212,2L:9890061..9890772(-1)
CG4537,FBgn0032153,2L:9890885..9891336(1)
mtDNA-helicase,FBgn0032154,2L:9891255..9893446(-1)
Uhg2,FBgn0063449,2L:9893805..9895003(-1)
Bka,FBgn0010520,2L:9895287..9896104(1)
RpS2,FBgn0004867,2L:9896265..9897552(-1)
Muc30E,FBgn0053300,2L:9897820..9903128(-1)
CG13124,FBgn0032156,2L:9903279..9908633(-1)
Etl1,FBgn0032157,2L:9908830..9912608(-1)
Srp54,FBgn0024285,2L:9912911..9915044(1)
yip2,FBgn0040064,2L:9915253..9917220(1)
CG5885,FBgn0025700,2L:9917221..9918330(-1)
CG4598,FBgn0032160,2L:9918618..9920120(1)
CG4594,FBgn0032161,2L:9920160..9921459(1)
CG4592,FBgn0032162,2L:9921633..9922860(1)
Arglu1,FBgn0051712,2L:9934767..9938134(-1)
Datp,FBgn0287788,2L:9938178..9938790(-1)
CG4619,FBgn0032166,2L:9938863..9943058(1)
CG13126,FBgn0032168,2L:9952072..9954181(-1)
CG4709,FBgn0032169,2L:9954325..9956176(1)
CG5846,FBgn0032171,2L:9956175..9957237(-1)
CG4658,FBgn0032170,2L:9957132..9960168(1)
CG5850,FBgn0032172,2L:9959248..9963949(-1)
Dref,FBgn0015664,2L:9964147..9967229(-1)
RpL13,FBgn0011272,2L:9967313..9968645(1)
bib,FBgn0000180,2L:9984645..9995538(1)
CG31875,FBgn0051875,2L:9995561..10002736(-1)
SoYb,FBgn0051755,2L:9996706..10002736(-1)
Ndf,FBgn0043456,2L:10003832..10008889(1)
Trp1,FBgn0011584,2L:10009381..10013170(1)
obst-B,FBgn0027600,2L:10032690..10038954(1)
Pen,FBgn0287720,2L:10056900..10060095(1)
Ripalpha,FBgn0032189,2L:10199401..10200974(-1)
RpL7,FBgn0005593,2L:10201004..10202321(1)
CG34159,FBgn0085188,2L:10202520..10204317(-1)
Snx17,FBgn0032191,2L:10204757..10206961(-1)
CG5727,FBgn0032193,2L:10209853..10210681(-1)
ath,FBgn0032194,2L:10211143..10213721(1)
Npc1a,FBgn0024320,2L:10213812..10221216(-1)
Prosalpha6,FBgn0250843,2L:10221351..10222546(1)
Bcs1,FBgn0032195,2L:10222657..10224447(1)
CG5708,FBgn0032196,2L:10224457..10226808(-1)
ova,FBgn0032197,2L:10227760..10231692(-1)
eEF1delta,FBgn0032198,2L:10232507..10234450(1)
me31B,FBgn0004419,2L:10239341..10242172(1)
chico,FBgn0024248,2L:10242512..10247078(-1)
bsk,FBgn0000229,2L:10247502..10250501(-1)
CG31717,FBgn0051717,2L:10250737..10251714(1)
CG5676,FBgn0032200,2L:10254610..10255891(-1)
Pten,FBgn0026379,2L:10256319..10261049(-1)
Rsf1,FBgn0011305,2L:10261795..10263554(-1)
REPTOR-BP,FBgn0032202,2L:10264125..10265229(1)
Mob3,FBgn0259482,2L:10265336..10266570(1)
CG4953,FBgn0032204,2L:10266703..10268748(1)
CG4957,FBgn0032205,2L:10268872..10269904(1)
Mulk,FBgn0260750,2L:10270051..10271465(1)
trk,FBgn0003751,2L:10271443..10272324(-1)
Utx,FBgn0260749,2L:10272325..10278811(-1)
Ufd4,FBgn0032208,2L:10281943..10292365(-1)
CYLD,FBgn0032210,2L:10295859..10299847(-1)
nmd,FBgn0005322,2L:10302173..10303947(-1)
CG4968,FBgn0032214,2L:10306922..10308045(1)
l(2)SH0834,FBgn0267365,2L:10311050..10312099(-1)
Usp14,FBgn0032216,2L:10312265..10314396(-1)
CG4972,FBgn0032217,2L:10314792..10317569(1)
CG5381,FBgn0032218,2L:10317497..10323102(-1)
RnrL,FBgn0011703,2L:10325026..10327943(-1)
Schip1,FBgn0032221,2L:10328200..10331116(-1)
Cox10,FBgn0032222,2L:10331471..10333129(1)
GATAd,FBgn0032223,2L:10333734..10339185(1)
SamDC,FBgn0019932,2L:10339457..10341503(1)
CG31715,FBgn0051715,2L:10341616..10342523(1)
Sps2,FBgn0032224,2L:10342594..10344223(1)
Frmd5,FBgn0032225,2L:10344442..10347706(1)
CtsL4,FBgn0032228,2L:10354743..10356597(-1)
ClpP,FBgn0032229,2L:10356795..10358078(1)
Cand1,FBgn0027568,2L:10358134..10362707(-1)
pim,FBgn0003087,2L:10362989..10364092(1)
lft,FBgn0032230,2L:10364471..10366410(1)
CG5056,FBgn0032231,2L:10366692..10367946(1)
CG33303,FBgn0053303,2L:10373369..10375757(-1)
dpr19,FBgn0032233,2L:10376168..10379905(1)
gny,FBgn0032234,2L:10380103..10382864(1)
Cdk1,FBgn0004106,2L:10384739..10386262(-1)
mRpS7,FBgn0032236,2L:10386662..10387652(1)
da,FBgn0267821,2L:10388105..10393228(1)
Mdh1,FBgn0262782,2L:10393774..10396332(-1)
Cnot4,FBgn0051716,2L:10396716..10403206(1)
RpS27A,FBgn0003942,2L:10408352..10410456(1)
Ip259,FBgn0025366,2L:10408352..10409610(1)
CG5355,FBgn0032242,2L:10410537..10413463(-1)
Klp31E,FBgn0032243,2L:10414017..10418991(1)
RfC3,FBgn0032244,2L:10419190..10420612(1)
pie,FBgn0005683,2L:10420625..10422780(-1)
Wdfy2,FBgn0032246,2L:10423291..10425482(1)
SmB,FBgn0262601,2L:10425483..10426627(-1)
KdelR,FBgn0267330,2L:10426887..10428632(1)
CG5188,FBgn0032247,2L:10428829..10429988(1)
Bug22,FBgn0032248,2L:10429920..10430918(-1)
TfIIB,FBgn0004915,2L:10431338..10433116(1)
TBC1D16,FBgn0032249,2L:10432687..10435656(-1)
holn1,FBgn0032250,2L:10435995..10437316(1)
STUB1,FBgn0027052,2L:10437548..10439240(1)
Nse4,FBgn0032251,2L:10439440..10441047(1)
LManII,FBgn0027611,2L:10457658..10462472(1)
RluA-2,FBgn0032256,2L:10477073..10482975(1)
Grip75,FBgn0026431,2L:10483295..10485857(1)
Cog4,FBgn0032258,2L:10485538..10488622(-1)
CG6144,FBgn0032259,2L:10488694..10490461(1)
Myo31DF,FBgn0086347,2L:10491814..10506779(-1)
CG6094,FBgn0032261,2L:10507081..10508032(1)
CG7384,FBgn0032262,2L:10507859..10510453(-1)
Fatp1,FBgn0267828,2L:10510672..10517218(-1)
Lrr47,FBgn0010398,2L:10517335..10519269(1)
Lip4,FBgn0032264,2L:10527572..10531778(1)
Trim9,FBgn0051721,2L:10544883..10628054(1)
CG31871,FBgn0051871,2L:10662081..10671487(1)
CG6415,FBgn0032287,2L:10703621..10704930(1)
CG6443,FBgn0032290,2L:10728978..10730302(1)
EMC3,FBgn0032292,2L:10731400..10732423(-1)
Dpy-30L1,FBgn0032293,2L:10732653..10733307(1)
Nup107,FBgn0027868,2L:10733293..10736071(-1)
CG12299,FBgn0032295,2L:10737345..10740762(1)
CG6729,FBgn0032296,2L:10740782..10743935(-1)
CG17124,FBgn0032297,2L:10744075..10756325(-1)
Ubc2,FBgn0015320,2L:10765010..10768006(-1)
CG6724,FBgn0032298,2L:10768234..10769952(-1)
CG6700,FBgn0032305,2L:10837732..10842597(-1)
porin,FBgn0004363,2L:10847227..10850848(-1)
Dnz1,FBgn0027453,2L:10854435..10856644(-1)
aurB,FBgn0024227,2L:10856797..10858094(-1)
Stam,FBgn0027363,2L:10858536..10862006(1)
Tmem214,FBgn0053129,2L:10964905..10970275(-1)
YL-1,FBgn0032321,2L:10970443..10972093(1)
abo,FBgn0000018,2L:10973443..10975293(-1)
ATPsynG,FBgn0010612,2L:10975522..10976399(-1)
SCAR,FBgn0041781,2L:10976772..10982395(1)
piwi,FBgn0004872,2L:10982205..10987420(-1)
CG12253,FBgn0026148,2L:10987806..10989241(1)
TTLL4A,FBgn0026147,2L:10989401..10997897(1)
aub,FBgn0000146,2L:10997819..11001476(-1)
RpL9,FBgn0015756,2L:11002758..11004189(-1)
Nup154,FBgn0021761,2L:11004820..11010921(1)
Art8,FBgn0032329,2L:11009821..11011086(-1)
asRNA:CR45778,FBgn0267425,2L:11011162..11012135(-1)
dUTPase,FBgn0250837,2L:11011312..11012135(1)
Samuel,FBgn0032330,2L:11013206..11066998(-1)
asRNA:CR46264,FBgn0275432,2L:11070785..11071466(-1)
CG14915,FBgn0032335,2L:11071027..11071532(1)
CG43725,FBgn0263971,2L:11075513..11075962(1)
AstC,FBgn0032336,2L:11076165..11081399(-1)
Wdr59,FBgn0032339,2L:11091444..11095096(1)
Ge-1,FBgn0283682,2L:11095150..11100888(-1)
Reps,FBgn0032341,2L:11100963..11106645(-1)
l(2)gd1,FBgn0261983,2L:11106943..11110851(1)
Idua,FBgn0032343,2L:11110557..11113061(-1)
CG6230,FBgn0027582,2L:11115635..11120319(-1)
Csl4,FBgn0032346,2L:11122574..11123567(-1)
Nup160,FBgn0262647,2L:11123777..11129335(1)
RfC38,FBgn0028700,2L:11128932..11130645(-1)
CG4751,FBgn0032348,2L:11130737..11136003(1)
CG6287,FBgn0032350,2L:11151506..11155721(-1)
Boh2,FBgn0032354,2L:11179032..11180430(1)
ab,FBgn0264442,2L:11210678..11261080(1)
cmet,FBgn0040232,2L:11261026..11269002(-1)
cana,FBgn0040233,2L:11269780..11277846(1)
CG33695,FBgn0052831,2L:11278021..11279982(1)
Ppt2,FBgn0032358,2L:11280298..11281920(1)
mre11,FBgn0020270,2L:11282090..11284335(1)
salm,FBgn0261648,2L:11434311..11445614(-1)
Cog8,FBgn0287204,2L:11496804..11498948(-1)
Dlg5,FBgn0032363,2L:11508399..11517081(-1)
CG31705,FBgn0028490,2L:11523021..11528205(-1)
kek2,FBgn0015400,2L:11581937..11626883(1)
CG14931,FBgn0032374,2L:11788334..11789475(1)
CG14937,FBgn0032377,2L:11792412..11794086(-1)
crol,FBgn0020309,2L:11794327..11809438(-1)
CycY,FBgn0032378,2L:11810092..11813780(-1)
esc,FBgn0000588,2L:11827204..11829405(-1)
Mal-B2,FBgn0032382,2L:11849958..11852881(1)
lncRNA:CR43314,FBgn0263019,2L:11952200..11971094(-1)
CG6686,FBgn0032388,2L:11984327..11988039(-1)
CG34163,FBgn0085192,2L:11988270..11988801(1)
zuc,FBgn0261266,2L:11988735..11989882(-1)
dgt2,FBgn0032390,2L:11989936..11990979(1)
escl,FBgn0032391,2L:11990927..11992848(1)
Ada1-2,FBgn0051866,2L:11992902..11994054(1)
CG18789,FBgn0042127,2L:11993989..11995432(-1)
Qtzl,FBgn0051864,2L:11995740..11996723(1)
Ada1-1,FBgn0051865,2L:11996809..11997965(1)
CG18787,FBgn0042125,2L:11997900..11999340(-1)
Nfs1,FBgn0032393,2L:11999654..12001244(1)
Hacd1,FBgn0032394,2L:12001234..12002266(-1)
Wdr81,FBgn0032395,2L:12014304..12020960(-1)
dmGlut,FBgn0010497,2L:12027438..12034122(1)
Tom70,FBgn0032397,2L:12035984..12038511(-1)
CG6766,FBgn0032398,2L:12038631..12040689(-1)
CG6785,FBgn0032399,2L:12041054..12045200(-1)
CG6770,FBgn0032400,2L:12045343..12046118(-1)
Plzf,FBgn0032401,2L:12046711..12048918(-1)
JhI-21,FBgn0028425,2L:12051755..12056042(-1)
Rab3-GAP,FBgn0027505,2L:12058304..12063184(-1)
prd,FBgn0003145,2L:12082995..12085827(-1)
Pex19,FBgn0032407,2L:12091822..12095250(1)
CG6712,FBgn0032408,2L:12095176..12096511(-1)
Mt2,FBgn0028707,2L:12096525..12097687(1)
Ced-12,FBgn0032409,2L:12097838..12100839(1)
Patsas,FBgn0029137,2L:12100765..12103285(-1)
ThrRS,FBgn0027081,2L:12103751..12107170(1)
Rab6,FBgn0015797,2L:12107221..12109116(-1)
CG6583,FBgn0032420,2L:12171204..12172586(-1)
crok,FBgn0032421,2L:12172981..12174091(1)
bru1,FBgn0000114,2L:12175004..12313438(1)
CG31759,FBgn0051759,2L:12207709..12210110(1)
bru2,FBgn0262475,2L:12344219..12397528(1)
vir-1,FBgn0043841,2L:12403270..12423439(-1)
CG5446,FBgn0032429,2L:12426631..12427709(-1)
Trm1,FBgn0032430,2L:12428028..12430021(1)
SC35,FBgn0265298,2L:12431075..12434665(-1)
eRF3,FBgn0020443,2L:12434452..12441279(1)
Oatp33Ea,FBgn0032433,2L:12441401..12445924(-1)
bun,FBgn0259176,2L:12455540..12546611(-1)
CG43051,FBgn0262353,2L:12507939..12508504(1)
nub,FBgn0085424,2L:12587625..12628135(1)
pdm2,FBgn0004394,2L:12657165..12686306(1)
CCT4,FBgn0032444,2L:12690336..12692934(-1)
CG6153,FBgn0032445,2L:12692993..12693939(1)
IFT43,FBgn0032446,2L:12693872..12694988(-1)
CG17036,FBgn0032449,2L:12698918..12700746(-1)
CG5776,FBgn0032450,2L:12700949..12704451(-1)
spict,FBgn0032451,2L:12704725..12706683(1)
CG6180,FBgn0032453,2L:12707661..12708680(1)
CG5787,FBgn0032454,2L:12708792..12712952(-1)
Pih1D1,FBgn0032455,2L:12713276..12721843(-1)
MRP,FBgn0032456,2L:12719045..12766546(1)
kek1,FBgn0015399,2L:12817000..12822787(-1)
Vha68-2,FBgn0263598,2L:12974322..12978607(1)
Yip1d1,FBgn0032465,2L:12993757..13000635(-1)
Vha68-1,FBgn0265262,2L:13000770..13004107(-1)
mTor,FBgn0021796,2L:13004480..13013197(1)
Ube4B,FBgn0032467,2L:13013276..13019434(-1)
CG9933,FBgn0028965,2L:13019575..13021312(-1)
DnaJ-H,FBgn0032474,2L:13163209..13166072(-1)
Sirt1,FBgn0024291,2L:13165564..13169551(1)
Sfmbt,FBgn0032475,2L:13169649..13176785(-1)
CG5439,FBgn0032476,2L:13177150..13178978(1)
Alg7,FBgn0032477,2L:13179247..13183495(1)
Mgat3,FBgn0051849,2L:13180398..13182596(-1)
CG16974,FBgn0032479,2L:13183849..13191979(-1)
Edem2,FBgn0032480,2L:13192201..13197281(1)
CG16972,FBgn0032481,2L:13197102..13203295(-1)
Pect,FBgn0032482,2L:13203762..13210828(1)
CG9426,FBgn0032485,2L:13216290..13219923(-1)
mRF1,FBgn0032486,2L:13219979..13221398(1)
Ski6,FBgn0032487,2L:13221397..13222429(-1)
CG16812,FBgn0032488,2L:13222587..13224545(1)
CG15480,FBgn0032489,2L:13224620..13225275(-1)
CG16813,FBgn0032490,2L:13227529..13228521(1)
CG16815,FBgn0032491,2L:13229832..13230549(1)
Mabi,FBgn0032493,2L:13233798..13234660(-1)
Drep4,FBgn0028406,2L:13283912..13286462(-1)
Uvrag,FBgn0032499,2L:13286777..13289556(1)
CG31729,FBgn0051729,2L:13289997..13301668(1)
Nnp-1,FBgn0022069,2L:13363308..13366189(-1)
Grx3,FBgn0032509,2L:13366447..13367410(1)
Tap42,FBgn0051852,2L:13367617..13369021(1)
CG31855,FBgn0051855,2L:13369204..13370329(1)
ND-B22,FBgn0032511,2L:13370103..13371110(-1)
Bdp1,FBgn0032512,2L:13371427..13373890(-1)
Stard7,FBgn0032513,2L:13374019..13376404(1)
CG9302,FBgn0032514,2L:13376455..13378538(-1)
beta'COP,FBgn0025724,2L:13378902..13382382(1)
loqs,FBgn0032515,2L:13382652..13385671(1)
asRNA:CR44599,FBgn0265810,2L:13384822..13385403(-1)
Ing5,FBgn0032516,2L:13385848..13387312(-1)
CG7099,FBgn0032517,2L:13387571..13393959(1)
RpL24,FBgn0032518,2L:13393687..13395131(-1)
CG16957,FBgn0032519,2L:13395360..13396184(-1)
CG7110,FBgn0032521,2L:13398991..13411047(1)
Hacd2,FBgn0032524,2L:13444103..13445651(-1)
B4,FBgn0023407,2L:13500624..13549328(-1)
kuz,FBgn0259984,2L:13550139..13639411(1)
ics,FBgn0028546,2L:13639447..13642602(-1)
nur,FBgn0051813,2L:13736138..13737030(1)
TM9SF4,FBgn0028541,2L:13746952..13773905(1)
CG9008,FBgn0028540,2L:13774340..13780165(-1)
p38b,FBgn0024846,2L:13780689..13782611(1)
CG16890,FBgn0028932,2L:13782231..13784338(-1)
Eato,FBgn0028539,2L:13784084..13790562(1)
CG16863,FBgn0028931,2L:13790959..13793264(1)
Sec71,FBgn0028538,2L:13793521..13799674(1)
Adat1,FBgn0028658,2L:13808360..13811474(-1)
CG16865,FBgn0028919,2L:13811522..13813316(1)
Sos,FBgn0001965,2L:13813816..13819824(1)
PolG1,FBgn0004406,2L:13823980..13827772(-1)
Arpc1,FBgn0001961,2L:13827941..13829741(-1)
Orc5,FBgn0015271,2L:13829837..13831576(1)
Polr2C,FBgn0026373,2L:13833337..13834306(1)
mRpS23,FBgn0260407,2L:13834250..13835072(-1)
CenG1A,FBgn0028509,2L:13835564..13898712(1)
Smg5,FBgn0019890,2L:13898828..13904661(-1)
Ance,FBgn0012037,2L:13905645..13909212(1)
Ance-2,FBgn0032535,2L:13909333..13911719(1)
Ance-3,FBgn0032536,2L:13914725..13956188(1)
Vajk1,FBgn0028938,2L:13920707..13923553(-1)
bgm,FBgn0027348,2L:14013004..14019328(1)
hll,FBgn0286723,2L:14027001..14029368(1)
nAChRalpha5,FBgn0028875,2L:14040170..14094401(1)
NimC4,FBgn0260011,2L:14047582..14048863(1)
CG43332,FBgn0263037,2L:14161144..14163222(-1)
Dyrk2,FBgn0016930,2L:14184478..14234126(-1)
wb,FBgn0261563,2L:14263027..14328262(1)
CG32971,FBgn0052971,2L:14274821..14278002(1)
CG33090,FBgn0028916,2L:14334158..14345795(1)
mTTF,FBgn0028530,2L:14347239..14348790(-1)
